
17:23:47   0
FUNCOES OBS: Grupo: None | Tempo: 1.2 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 
FUNCOES OBS: Grupo: 2834 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2835 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2836 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2837 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2838 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2839 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2840 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2841 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2842 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2843 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2844 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2845 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2846 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2847 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2848 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2849 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2850 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2851 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2852 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2853 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2854 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2855 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2856 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2857 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2858 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2859 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2860 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2861 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2862 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2863 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2864 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2865 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2866 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2867 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2868 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2869 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2870 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2871 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2872 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2873 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2874 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2875 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2876 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2877 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2878 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2879 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2880 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2881 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2882 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2883 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2884 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2885 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2886 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2887 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2888 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2889 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2890 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2891 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2892 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2893 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2894 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2895 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2896 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2897 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2898 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2900 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2901 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2902 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2903 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2904 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2905 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2906 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2907 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2908 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2909 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2910 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2911 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2912 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2913 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2914 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2915 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2916 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2917 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2918 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2919 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2920 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2921 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2922 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2923 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2924 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2925 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: 2926 | Tempo: 1.0 seg de 1 | Num tentativas: 0 | Faz: None | path: Não path | Erro: str. | 

FUNCOES OBS: Grupo: None | Tempo: 10.2 seg de 10 | Num tentativas: 31 | Faz: None | path: Não path | Erro: NoSuchElementException. | 

FUNCOES OBS: Grupo: None | Tempo: 10.2 seg de 10 | Num tentativas: 0 | Faz: localizar | path: Não path | Erro: NoSuchElementException. | 

FUNCOES OBS: Grupo: 2927 | Tempo: 10.1 seg de 10 | Num tentativas: 0 | Faz: informar | path: Não path | Erro: NoSuchElementException. | 

TAREFA ERRO: Tabela vazia: 1 vezes Exceção: AttributeError: 2927 / None / None
